,Date,Species,Block,Trap,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,zip_code,Depart,Sunrise,Sunset,hours_in_day,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,StnPressure,SeaLevel,ResultSpeed,AvgSpeed,ResultDir,CodeSum,Trap_num,Species_num,zip_code_num,BR,DZ,FG,HZ,RA,TS,TSRA,VCTS
2803,2007-08-28,CULEX PIPIENS,24,T128,41.704572,-87.565666,8,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,83,1,11,0,0,0,0,0,0,0,0
2804,2007-08-28,CULEX PIPIENS/RESTUANS,10,T102,41.750498,-87.605294,5,12,0,60637,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,78,2,28,0,0,0,0,0,0,0,0
2805,2007-08-28,CULEX PIPIENS,10,T102,41.750498,-87.605294,5,8,0,60637,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,78,1,28,0,0,0,0,0,0,0,0
2806,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2807,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2808,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2809,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,49,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2810,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2811,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2812,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2813,2007-08-28,CULEX PIPIENS/RESTUANS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,2,11,0,0,0,0,0,0,0,0
2814,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2815,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2816,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,43,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2817,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,35,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2818,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2819,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,43,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2820,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2821,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,50,1,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2822,2007-08-28,CULEX PIPIENS,11,T103,41.702724,-87.536497,5,50,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,1,11,0,0,0,0,0,0,0,0
2823,2007-08-28,CULEX TERRITANS,11,T103,41.702724,-87.536497,5,2,0,60617,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,79,6,11,0,0,0,0,0,0,0,0
2824,2007-08-28,CULEX PIPIENS/RESTUANS,40,T221,41.659112,-87.538693,8,11,0,60633,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,117,2,25,0,0,0,0,0,0,0,0
2825,2007-08-28,CULEX PIPIENS,40,T221,41.659112,-87.538693,8,13,0,60633,9.0,5.21666666667,18.5666666667,13.35,91.0,67.0,79.0,66.0,70.0,0.0,14.0,29.28,29.99,9.0,9.5,20.0,,117,1,25,0,0,0,0,0,0,0,0
2826,2007-09-04,CULEX PIPIENS/RESTUANS,41,T002,41.95469,-87.800991,9,10,1,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,1,2,26,0,0,0,0,0,0,0,0
2827,2007-09-04,CULEX PIPIENS,41,T002,41.95469,-87.800991,9,13,1,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,1,1,26,0,0,0,0,0,0,0,0
2828,2007-09-04,CULEX PIPIENS/RESTUANS,62,T007,41.994991,-87.769279,9,4,0,60646,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,6,2,36,0,0,0,0,0,0,0,0
2829,2007-09-04,CULEX PIPIENS,62,T007,41.994991,-87.769279,9,5,0,60646,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,6,1,36,0,0,0,0,0,0,0,0
2830,2007-09-04,CULEX PIPIENS,79,T015,41.974089,-87.824812,8,2,0,60656,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,13,1,43,0,0,0,0,0,0,0,0
2831,2007-09-04,CULEX PIPIENS/RESTUANS,15,T045,41.9216,-87.666455,8,4,0,60614,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,32,2,9,0,0,0,0,0,0,0,0
2832,2007-09-04,CULEX PIPIENS,15,T045,41.9216,-87.666455,8,2,0,60614,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,32,1,9,0,0,0,0,0,0,0,0
2833,2007-09-04,CULEX PIPIENS,11,T049,41.896282,-87.655232,8,1,0,60642,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,36,1,33,0,0,0,0,0,0,0,0
2834,2007-09-04,CULEX PIPIENS/RESTUANS,22,T054,41.921965,-87.632085,8,5,0,60614,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,39,2,9,0,0,0,0,0,0,0,0
2835,2007-09-04,CULEX PIPIENS,22,T054,41.921965,-87.632085,8,8,0,60614,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,39,1,9,0,0,0,0,0,0,0,0
2836,2007-09-04,CULEX PIPIENS/RESTUANS,53,T129,41.891126,-87.61156,5,2,0,60611,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,84,2,6,0,0,0,0,0,0,0,0
2837,2007-09-04,CULEX RESTUANS,53,T129,41.891126,-87.61156,5,1,0,60611,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,84,3,6,0,0,0,0,0,0,0,0
2838,2007-09-04,CULEX PIPIENS,53,T129,41.891126,-87.61156,5,4,0,60611,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,84,1,6,0,0,0,0,0,0,0,0
2839,2007-09-04,CULEX TERRITANS,53,T129,41.891126,-87.61156,5,1,0,60611,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,84,6,6,0,0,0,0,0,0,0,0
2840,2007-09-04,CULEX PIPIENS/RESTUANS,65,T143,41.999129,-87.795585,8,3,0,60631,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,89,2,23,0,0,0,0,0,0,0,0
2841,2007-09-04,CULEX PIPIENS/RESTUANS,75,T148,42.01743,-87.687769,8,1,0,60645,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,94,2,35,0,0,0,0,0,0,0,0
2842,2007-09-04,CULEX PIPIENS,75,T148,42.01743,-87.687769,8,1,0,60645,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,94,1,35,0,0,0,0,0,0,0,0
2843,2007-09-04,CULEX PIPIENS/RESTUANS,15,T153,41.907645,-87.760886,8,2,0,60651,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,99,2,39,0,0,0,0,0,0,0,0
2844,2007-09-04,CULEX PIPIENS/RESTUANS,91,T009,41.981964,-87.812827,8,13,0,60656,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,8,2,43,0,0,0,0,0,0,0,0
2845,2007-09-04,CULEX PIPIENS,91,T009,41.981964,-87.812827,8,34,0,60656,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,8,1,43,0,0,0,0,0,0,0,0
2846,2007-09-04,CULEX PIPIENS,91,T009,41.981964,-87.812827,8,50,0,60656,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,8,1,43,0,0,0,0,0,0,0,0
2847,2007-09-04,CULEX PIPIENS,91,T009,41.981964,-87.812827,8,43,0,60656,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,8,1,43,0,0,0,0,0,0,0,0
2848,2007-09-04,CULEX PIPIENS/RESTUANS,36,T011,41.944869,-87.832763,8,2,0,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,9,2,26,0,0,0,0,0,0,0,0
2849,2007-09-04,CULEX PIPIENS,36,T011,41.944869,-87.832763,8,2,0,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,9,1,26,0,0,0,0,0,0,0,0
2850,2007-09-04,CULEX PIPIENS,72,T016,42.011601,-87.811506,8,1,0,60631,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,14,1,23,0,0,0,0,0,0,0,0
2851,2007-09-04,CULEX PIPIENS/RESTUANS,38,T019,41.94983,-87.698457,9,1,0,60618,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,17,2,12,0,0,0,0,0,0,0,0
2852,2007-09-04,CULEX PIPIENS/RESTUANS,49,T025,41.979243,-87.750938,9,1,0,60630,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,18,2,22,0,0,0,0,0,0,0,0
2853,2007-09-04,CULEX PIPIENS,49,T025,41.979243,-87.750938,9,1,0,60630,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,18,1,22,0,0,0,0,0,0,0,0
2854,2007-09-04,CULEX PIPIENS/RESTUANS,58,T028,41.986921,-87.689778,9,1,1,60659,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,20,2,44,0,0,0,0,0,0,0,0
2855,2007-09-04,CULEX PIPIENS,58,T028,41.986921,-87.689778,9,5,1,60659,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,20,1,44,0,0,0,0,0,0,0,0
2856,2007-09-04,CULEX PIPIENS/RESTUANS,50,T031,41.801498,-87.763416,9,5,0,60638,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,22,2,29,0,0,0,0,0,0,0,0
2857,2007-09-04,CULEX PIPIENS,50,T031,41.801498,-87.763416,9,3,0,60638,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,22,1,29,0,0,0,0,0,0,0,0
2858,2007-09-04,CULEX PIPIENS/RESTUANS,14,T033,41.906638,-87.701431,9,2,0,60622,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,23,2,16,0,0,0,0,0,0,0,0
2859,2007-09-04,CULEX PIPIENS,14,T033,41.906638,-87.701431,9,18,0,60622,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,23,1,16,0,0,0,0,0,0,0,0
2860,2007-09-04,CULEX PIPIENS/RESTUANS,42,T146,41.958271,-87.702575,9,3,0,60618,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,92,2,12,0,0,0,0,0,0,0,0
2861,2007-09-04,CULEX PIPIENS,42,T146,41.958271,-87.702575,9,1,0,60618,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,92,1,12,0,0,0,0,0,0,0,0
2862,2007-09-04,CULEX PIPIENS/RESTUANS,15,T149,41.994469,-87.667736,8,1,0,60660,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,95,2,45,0,0,0,0,0,0,0,0
2863,2007-09-04,CULEX TERRITANS,18,T150,42.006858,-87.675919,9,1,0,60626,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,96,6,19,0,0,0,0,0,0,0,0
2864,2007-09-04,CULEX PIPIENS,37,T218,41.948167,-87.730698,8,1,0,60641,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,114,1,32,0,0,0,0,0,0,0,0
2865,2007-09-04,CULEX PIPIENS,45,T220,41.963976,-87.69181,9,1,1,60625,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,116,1,18,0,0,0,0,0,0,0,0
2866,2007-09-04,CULEX PIPIENS/RESTUANS,46,T003,41.964242,-87.757639,8,2,0,60630,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,2,2,22,0,0,0,0,0,0,0,0
2867,2007-09-04,CULEX RESTUANS,60,T006,41.990284,-87.797127,8,1,0,60631,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,5,3,23,0,0,0,0,0,0,0,0
2868,2007-09-04,CULEX PIPIENS/RESTUANS,70,T008,42.008314,-87.777921,9,2,0,60646,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,7,2,36,0,0,0,0,0,0,0,0
2869,2007-09-04,CULEX PIPIENS,70,T008,42.008314,-87.777921,9,3,0,60646,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,7,1,36,0,0,0,0,0,0,0,0
2870,2007-09-04,CULEX PIPIENS/RESTUANS,61,T012,41.991429,-87.747113,8,1,0,60646,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,10,2,36,0,0,0,0,0,0,0,0
2871,2007-09-04,CULEX PIPIENS,61,T012,41.991429,-87.747113,8,3,0,60646,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,10,1,36,0,0,0,0,0,0,0,0
2872,2007-09-04,CULEX SALINARIUS,27,T034,41.843811,-87.686763,9,1,0,60608,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,24,4,4,0,0,0,0,0,0,0,0
2873,2007-09-04,CULEX PIPIENS/RESTUANS,68,T037,41.921177,-87.79518,8,3,1,60707,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,27,2,47,0,0,0,0,0,0,0,0
2874,2007-09-04,CULEX PIPIENS,68,T037,41.921177,-87.79518,8,1,0,60707,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,27,1,47,0,0,0,0,0,0,0,0
2875,2007-09-04,CULEX PIPIENS/RESTUANS,11,T047,41.868142,-87.696269,9,3,0,60612,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,34,2,7,0,0,0,0,0,0,0,0
2876,2007-09-04,CULEX PIPIENS/RESTUANS,25,T051,41.846283,-87.656913,9,1,0,60608,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,38,2,4,0,0,0,0,0,0,0,0
2877,2007-09-04,CULEX PIPIENS/RESTUANS,18,T219,41.966987,-87.674677,8,1,0,60640,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,115,2,31,0,0,0,0,0,0,0,0
2878,2007-09-04,CULEX PIPIENS,18,T219,41.966987,-87.674677,8,1,0,60640,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,115,1,31,0,0,0,0,0,0,0,0
2879,2007-09-04,CULEX PIPIENS/RESTUANS,61,T013,41.923738,-87.785288,9,12,0,60639,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,11,2,30,0,0,0,0,0,0,0,0
2880,2007-09-04,CULEX PIPIENS,61,T013,41.923738,-87.785288,9,2,0,60639,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,11,1,30,0,0,0,0,0,0,0,0
2881,2007-09-04,CULEX RESTUANS,12,T018,42.010412,-87.66214,8,5,0,60626,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,16,3,19,0,0,0,0,0,0,0,0
2882,2007-09-04,CULEX PIPIENS,12,T018,42.010412,-87.66214,8,1,0,60626,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,16,1,19,0,0,0,0,0,0,0,0
2883,2007-09-04,CULEX PIPIENS/RESTUANS,10,T030,41.89923,-87.716788,9,20,0,60651,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,21,2,39,0,0,0,0,0,0,0,0
2884,2007-09-04,CULEX PIPIENS,10,T030,41.89923,-87.716788,9,45,0,60651,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,21,1,39,0,0,0,0,0,0,0,0
2885,2007-09-04,CULEX PIPIENS,10,T030,41.89923,-87.716788,9,30,0,60651,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,21,1,39,0,0,0,0,0,0,0,0
2886,2007-09-04,CULEX PIPIENS/RESTUANS,33,T144,41.94016,-87.794896,9,4,0,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,90,2,26,0,0,0,0,0,0,0,0
2887,2007-09-04,CULEX PIPIENS,33,T144,41.94016,-87.794896,9,1,0,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,90,1,26,0,0,0,0,0,0,0,0
2888,2007-09-04,CULEX PIPIENS/RESTUANS,60,T005,41.942114,-87.776385,8,2,0,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,4,2,26,0,0,0,0,0,0,0,0
2889,2007-09-04,CULEX PIPIENS/RESTUANS,60,T017,41.960616,-87.777189,9,2,0,60634,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,15,2,26,0,0,0,0,0,0,0,0
2890,2007-09-04,CULEX PIPIENS/RESTUANS,33,T044,41.883284,-87.705085,8,1,0,60612,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,31,2,7,0,0,0,0,0,0,0,0
2891,2007-09-04,CULEX PIPIENS,33,T044,41.883284,-87.705085,8,1,0,60612,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,31,1,7,0,0,0,0,0,0,0,0
2892,2007-09-04,CULEX PIPIENS,49,T004,41.962728,-87.748367,9,3,0,60630,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,3,1,22,0,0,0,0,0,0,0,0
2893,2007-09-04,CULEX PIPIENS,42,T036,41.837085,-87.729384,9,1,0,60623,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,26,1,17,0,0,0,0,0,0,0,0
2894,2007-09-04,CULEX PIPIENS/RESTUANS,17,T039,41.911824,-87.726737,9,2,0,60639,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,28,2,30,0,0,0,0,0,0,0,0
2895,2007-09-04,CULEX PIPIENS,17,T039,41.911824,-87.726737,9,1,0,60639,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,28,1,30,0,0,0,0,0,0,0,0
2896,2007-09-04,CULEX SALINARIUS,22,T060,41.823065,-87.678378,8,2,0,60609,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,41,4,5,0,0,0,0,0,0,0,0
2897,2007-09-04,CULEX PIPIENS/RESTUANS,22,T061,41.801179,-87.679447,8,4,0,60609,8.0,5.33333333333,18.3666666667,13.0333333333,89.0,63.0,76.0,60.0,66.0,0.0,11.0,29.28,30.0,2.8,4.3,22.0,,42,2,5,0,0,0,0,0,0,0,0
